case_id,condition_id,question_policy,budget,prefix_depth,step_index,question_id,observed_answer,information_gain,predicted_domain_before,predicted_domain_after,domain_entropy_before,domain_entropy_after,entropy_reduction,truth_retained_after,final_correct_after_step
manuscript-accepted__paraphrased,masked-adversarial,information-gain,3,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__paraphrased,masked-adversarial,top-domain,1,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__paraphrased,masked-adversarial,top-domain,2,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__paraphrased,masked-adversarial,top-domain,3,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__paraphrased,masked-adversarial,random,1,3,1,sample-assay,yes,0.59,package,sample,1.634,0.958,0.675,0,0
manuscript-accepted__paraphrased,masked-adversarial,random,2,3,1,sample-assay,yes,0.59,package,sample,1.634,0.958,0.675,0,0
manuscript-accepted__paraphrased,masked-adversarial,random,2,3,2,package-tracking,yes,0.958,sample,package,0.958,0.711,0.247,0,0
manuscript-accepted__paraphrased,masked-adversarial,random,3,3,1,sample-assay,yes,0.59,package,sample,1.634,0.958,0.675,0,0
manuscript-accepted__paraphrased,masked-adversarial,random,3,3,2,package-tracking,yes,0.958,sample,package,0.958,0.711,0.247,0,0
manuscript-accepted__paraphrased,masked-adversarial,random,3,3,3,sample-temperature,yes,0.711,package,sample,0.711,0.955,-0.244,0,0
manuscript-accepted__noisy,masked-noisy,information-gain,1,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__noisy,masked-noisy,information-gain,2,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__noisy,masked-noisy,information-gain,2,2,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,1,1
manuscript-accepted__noisy,masked-noisy,information-gain,3,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__noisy,masked-noisy,information-gain,3,2,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,1,1
manuscript-accepted__noisy,masked-noisy,information-gain,3,2,3,manuscript-review,yes,0.653,manuscript,manuscript,0.653,0.36,0.294,1,1
manuscript-accepted__noisy,masked-noisy,top-domain,1,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-noisy,top-domain,2,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-noisy,top-domain,3,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-noisy,random,1,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__noisy,masked-noisy,random,2,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__noisy,masked-noisy,random,2,2,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,1,1
manuscript-accepted__noisy,masked-noisy,random,3,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__noisy,masked-noisy,random,3,2,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,1,1
manuscript-accepted__noisy,masked-noisy,random,3,2,3,package-tracking,no,0.653,manuscript,manuscript,0.653,0.364,0.29,1,1
manuscript-accepted__noisy,masked-adversarial,information-gain,1,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-adversarial,information-gain,2,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-adversarial,information-gain,3,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-adversarial,top-domain,1,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-adversarial,top-domain,2,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-adversarial,top-domain,3,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-adversarial,random,1,2,1,manuscript-review,no,0.59,package,package,1.634,1.223,0.411,0,0
manuscript-accepted__noisy,masked-adversarial,random,2,2,1,manuscript-review,no,0.59,package,package,1.634,1.223,0.411,0,0
manuscript-accepted__noisy,masked-adversarial,random,2,2,2,procurement-approval,yes,0.619,package,procurement,1.223,0.98,0.243,0,0
manuscript-accepted__noisy,masked-adversarial,random,3,2,1,manuscript-review,no,0.59,package,package,1.634,1.223,0.411,0,0
manuscript-accepted__noisy,masked-adversarial,random,3,2,2,procurement-approval,yes,0.619,package,procurement,1.223,0.98,0.243,0,0
manuscript-accepted__noisy,masked-adversarial,random,3,2,3,procurement-approval,no,0.98,procurement,package,0.98,1.398,-0.418,0,0
manuscript-accepted__noisy,masked-noisy,information-gain,1,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__noisy,masked-noisy,information-gain,2,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__noisy,masked-noisy,information-gain,2,3,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,1,1
manuscript-accepted__noisy,masked-noisy,information-gain,3,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__noisy,masked-noisy,information-gain,3,3,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,1,1
manuscript-accepted__noisy,masked-noisy,information-gain,3,3,3,manuscript-review,yes,0.653,manuscript,manuscript,0.653,0.36,0.294,1,1
manuscript-accepted__noisy,masked-noisy,top-domain,1,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-noisy,top-domain,2,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-noisy,top-domain,3,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-noisy,random,1,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-noisy,random,2,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-noisy,random,3,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-adversarial,information-gain,1,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-adversarial,information-gain,2,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-adversarial,information-gain,3,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-adversarial,top-domain,1,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-adversarial,top-domain,2,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-adversarial,top-domain,3,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__noisy,masked-adversarial,random,1,3,1,manuscript-review,no,0.59,package,package,1.634,1.223,0.411,0,0
manuscript-accepted__noisy,masked-adversarial,random,2,3,1,manuscript-review,no,0.59,package,package,1.634,1.223,0.411,0,0
manuscript-accepted__noisy,masked-adversarial,random,2,3,2,procurement-invoice,yes,0.619,package,procurement,1.223,0.98,0.243,0,0
manuscript-accepted__noisy,masked-adversarial,random,3,3,1,manuscript-review,no,0.59,package,package,1.634,1.223,0.411,0,0
manuscript-accepted__noisy,masked-adversarial,random,3,3,2,procurement-invoice,yes,0.619,package,procurement,1.223,0.98,0.243,0,0
manuscript-accepted__noisy,masked-adversarial,random,3,3,3,package-tracking,no,0.98,procurement,procurement,0.98,0.978,0.002,0,0
maintenance-generic__paraphrased,masked-noisy,information-gain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,information-gain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,information-gain,2,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
maintenance-generic__paraphrased,masked-noisy,information-gain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,information-gain,3,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
maintenance-generic__paraphrased,masked-noisy,top-domain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,top-domain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,top-domain,2,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,0
maintenance-generic__paraphrased,masked-noisy,top-domain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,top-domain,3,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,0
maintenance-generic__paraphrased,masked-noisy,top-domain,3,2,3,sample-assay,yes,0.999,sample,sample,1.972,0,1.972,0,0
maintenance-generic__paraphrased,masked-noisy,random,1,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,random,2,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,random,2,2,2,package-tracking,no,1,package,sample,1,1.972,-0.972,1,0
maintenance-generic__paraphrased,masked-noisy,random,3,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,random,3,2,2,package-tracking,no,1,package,sample,1,1.972,-0.972,1,0
maintenance-generic__paraphrased,masked-noisy,random,3,2,3,maintenance-repair,yes,0.534,sample,maintenance,1.972,0.953,1.018,1,1
maintenance-generic__paraphrased,masked-adversarial,information-gain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,information-gain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,information-gain,2,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
maintenance-generic__paraphrased,masked-adversarial,information-gain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,information-gain,3,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
maintenance-generic__paraphrased,masked-adversarial,top-domain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,top-domain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,top-domain,2,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
maintenance-generic__paraphrased,masked-adversarial,top-domain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,top-domain,3,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
maintenance-generic__paraphrased,masked-adversarial,random,1,2,1,package-dispatch,no,0.952,manuscript,manuscript,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,random,2,2,1,package-dispatch,no,0.952,manuscript,manuscript,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,random,2,2,2,manuscript-revision,yes,1,manuscript,manuscript,1,0,1,0,0
maintenance-generic__paraphrased,masked-adversarial,random,3,2,1,package-dispatch,no,0.952,manuscript,manuscript,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,random,3,2,2,manuscript-revision,yes,1,manuscript,manuscript,1,0,1,0,0
maintenance-generic__paraphrased,masked-noisy,information-gain,1,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,information-gain,2,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,information-gain,2,3,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,0
maintenance-generic__paraphrased,masked-noisy,information-gain,3,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,information-gain,3,3,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,0
maintenance-generic__paraphrased,masked-noisy,information-gain,3,3,3,sample-assay,no,0.999,sample,compliance,1.972,2,-0.028,1,0
maintenance-generic__paraphrased,masked-noisy,top-domain,1,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,top-domain,2,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,top-domain,2,3,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,0
maintenance-generic__paraphrased,masked-noisy,top-domain,3,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,top-domain,3,3,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,0
maintenance-generic__paraphrased,masked-noisy,top-domain,3,3,3,sample-assay,no,0.999,sample,compliance,1.972,2,-0.028,1,0
maintenance-generic__paraphrased,masked-noisy,random,1,3,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,random,2,3,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,random,2,3,2,sample-temperature,no,1,package,package,1,1.972,-0.972,1,0
maintenance-generic__paraphrased,masked-noisy,random,3,3,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-noisy,random,3,3,2,sample-temperature,no,1,package,package,1,1.972,-0.972,1,0
maintenance-generic__paraphrased,masked-noisy,random,3,3,3,compliance-signoff,no,0.534,package,package,1.972,1.642,0.33,1,0
maintenance-generic__paraphrased,masked-adversarial,information-gain,1,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,information-gain,2,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,information-gain,2,3,2,package-dispatch,yes,1,package,package,1,0,1,0,0
maintenance-generic__paraphrased,masked-adversarial,information-gain,3,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,information-gain,3,3,2,package-dispatch,yes,1,package,package,1,0,1,0,0
maintenance-generic__paraphrased,masked-adversarial,top-domain,1,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,top-domain,2,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,top-domain,2,3,2,package-dispatch,yes,1,package,package,1,0,1,0,0
maintenance-generic__paraphrased,masked-adversarial,top-domain,3,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,top-domain,3,3,2,package-dispatch,yes,1,package,package,1,0,1,0,0
maintenance-generic__paraphrased,masked-adversarial,random,1,3,1,package-dispatch,no,0.952,manuscript,manuscript,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,random,2,3,1,package-dispatch,no,0.952,manuscript,manuscript,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,random,2,3,2,sample-assay,yes,1,manuscript,sample,1,0,1,0,0
maintenance-generic__paraphrased,masked-adversarial,random,3,3,1,package-dispatch,no,0.952,manuscript,manuscript,1.565,1,0.565,0,0
maintenance-generic__paraphrased,masked-adversarial,random,3,3,2,sample-assay,yes,1,manuscript,sample,1,0,1,0,0
maintenance-generic__noisy,masked-noisy,information-gain,1,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-noisy,information-gain,2,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-noisy,information-gain,2,2,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,1,0
maintenance-generic__noisy,masked-noisy,information-gain,3,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-noisy,information-gain,3,2,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,1,0
maintenance-generic__noisy,masked-noisy,information-gain,3,2,3,sample-assay,no,1,sample,compliance,1.98,2,-0.02,1,0
maintenance-generic__noisy,masked-noisy,top-domain,1,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
maintenance-generic__noisy,masked-noisy,top-domain,2,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
maintenance-generic__noisy,masked-noisy,top-domain,3,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
maintenance-generic__noisy,masked-noisy,random,1,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
maintenance-generic__noisy,masked-noisy,random,2,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
maintenance-generic__noisy,masked-noisy,random,3,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
maintenance-generic__noisy,masked-adversarial,information-gain,1,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-adversarial,information-gain,2,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-adversarial,information-gain,2,2,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,0,0
maintenance-generic__noisy,masked-adversarial,information-gain,3,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-adversarial,information-gain,3,2,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,0,0
maintenance-generic__noisy,masked-adversarial,information-gain,3,2,3,manuscript-review,yes,0.406,manuscript,manuscript,0.406,0.321,0.084,0,0
maintenance-generic__noisy,masked-adversarial,top-domain,1,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-adversarial,top-domain,2,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-adversarial,top-domain,2,2,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,0,0
maintenance-generic__noisy,masked-adversarial,top-domain,3,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-adversarial,top-domain,3,2,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,0,0
maintenance-generic__noisy,masked-adversarial,top-domain,3,2,3,manuscript-review,yes,0.406,manuscript,manuscript,0.406,0.321,0.084,0,0
maintenance-generic__noisy,masked-adversarial,random,1,2,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
maintenance-generic__noisy,masked-adversarial,random,2,2,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
maintenance-generic__noisy,masked-adversarial,random,2,2,2,package-tracking,yes,0.943,manuscript,package,0.943,0.696,0.247,0,0
maintenance-generic__noisy,masked-adversarial,random,3,2,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
maintenance-generic__noisy,masked-adversarial,random,3,2,2,package-tracking,yes,0.943,manuscript,package,0.943,0.696,0.247,0,0
maintenance-generic__noisy,masked-adversarial,random,3,2,3,manuscript-revision,yes,0.696,package,manuscript,0.696,0.945,-0.249,0,0
maintenance-generic__noisy,masked-noisy,information-gain,1,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-noisy,information-gain,2,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-noisy,information-gain,2,3,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,1,0
maintenance-generic__noisy,masked-noisy,information-gain,3,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-noisy,information-gain,3,3,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,1,0
maintenance-generic__noisy,masked-noisy,information-gain,3,3,3,sample-assay,no,1,sample,compliance,1.98,2,-0.02,1,0
maintenance-generic__noisy,masked-noisy,top-domain,1,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
maintenance-generic__noisy,masked-noisy,top-domain,2,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
maintenance-generic__noisy,masked-noisy,top-domain,3,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
maintenance-generic__noisy,masked-noisy,random,1,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
maintenance-generic__noisy,masked-noisy,random,2,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
maintenance-generic__noisy,masked-noisy,random,3,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
maintenance-generic__noisy,masked-adversarial,information-gain,1,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-adversarial,information-gain,2,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-adversarial,information-gain,2,3,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,0,0
maintenance-generic__noisy,masked-adversarial,information-gain,3,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-adversarial,information-gain,3,3,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,0,0
maintenance-generic__noisy,masked-adversarial,information-gain,3,3,3,manuscript-review,yes,0.406,manuscript,manuscript,0.406,0.321,0.084,0,0
maintenance-generic__noisy,masked-adversarial,top-domain,1,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-adversarial,top-domain,2,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-adversarial,top-domain,2,3,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,0,0
maintenance-generic__noisy,masked-adversarial,top-domain,3,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,0,0
maintenance-generic__noisy,masked-adversarial,top-domain,3,3,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,0,0
maintenance-generic__noisy,masked-adversarial,top-domain,3,3,3,manuscript-review,yes,0.406,manuscript,manuscript,0.406,0.321,0.084,0,0
maintenance-generic__noisy,masked-adversarial,random,1,3,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
maintenance-generic__noisy,masked-adversarial,random,2,3,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
maintenance-generic__noisy,masked-adversarial,random,2,3,2,manuscript-review,no,0.943,manuscript,package,0.943,1.727,-0.785,0,0
maintenance-generic__noisy,masked-adversarial,random,3,3,1,manuscript-review,yes,0.555,package,manuscript,1.974,0.943,1.031,0,0
maintenance-generic__noisy,masked-adversarial,random,3,3,2,manuscript-review,no,0.943,manuscript,package,0.943,1.727,-0.785,0,0
maintenance-generic__noisy,masked-adversarial,random,3,3,3,package-dispatch,no,0.999,package,sample,1.727,1.724,0.003,0,0
incident-forensic__paraphrased,masked-noisy,information-gain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-noisy,information-gain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-noisy,information-gain,2,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,0
incident-forensic__paraphrased,masked-noisy,information-gain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-noisy,information-gain,3,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,0
incident-forensic__paraphrased,masked-noisy,information-gain,3,2,3,sample-assay,no,0.999,sample,compliance,1.972,2,-0.028,1,0
incident-forensic__paraphrased,masked-noisy,top-domain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-noisy,top-domain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-noisy,top-domain,2,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,0
incident-forensic__paraphrased,masked-noisy,top-domain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-noisy,top-domain,3,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,0
incident-forensic__paraphrased,masked-noisy,top-domain,3,2,3,sample-assay,no,0.999,sample,compliance,1.972,2,-0.028,1,0
incident-forensic__paraphrased,masked-noisy,random,1,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-noisy,random,2,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-noisy,random,2,2,2,sample-assay,yes,1,package,sample,1,0,1,0,0
incident-forensic__paraphrased,masked-noisy,random,3,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-noisy,random,3,2,2,sample-assay,yes,1,package,sample,1,0,1,0,0
incident-forensic__paraphrased,masked-adversarial,information-gain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-adversarial,information-gain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-adversarial,information-gain,2,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
incident-forensic__paraphrased,masked-adversarial,information-gain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-adversarial,information-gain,3,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
incident-forensic__paraphrased,masked-adversarial,top-domain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-adversarial,top-domain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-adversarial,top-domain,2,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
incident-forensic__paraphrased,masked-adversarial,top-domain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-adversarial,top-domain,3,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
incident-forensic__paraphrased,masked-adversarial,random,1,2,1,package-dispatch,no,0.952,manuscript,manuscript,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-adversarial,random,2,2,1,package-dispatch,no,0.952,manuscript,manuscript,1.565,1,0.565,0,0
incident-forensic__paraphrased,masked-adversarial,random,2,2,2,sample-assay,yes,1,manuscript,sample,1,0,1,0,0
